activity_id,viewer_id,movie_id,watch_date,watch_year,watch_month,watch_duration_min,completion_pct,device
9181,145,2,2023-10-20,2023,10,37.4,30.2,Mobile
9182,722,1,2024-04-16,2024,4,99.9,84.7,Desktop
9183,71,9,2024-09-01,2024,9,106.9,83.5,Laptop
9184,256,45,2023-09-12,2023,9,76.9,68.7,Smart TV
9185,433,24,2024-03-24,2024,3,72.5,72.5,Mobile
9186,299,40,2024-02-10,2024,2,77.8,54.0,Laptop
9187,326,2,2023-03-22,2023,3,93.0,75.0,Laptop
9188,215,5,2024-11-08,2024,11,76.6,78.2,Laptop
9189,524,20,2024-01-14,2024,1,66.5,75.6,Mobile
9190,833,15,2024-05-03,2024,5,42.5,37.3,Mobile
9191,742,45,2025-01-03,2025,1,43.1,38.5,Tablet
9192,282,37,2023-07-15,2023,7,53.2,41.9,Tablet
9193,369,27,2023-01-29,2023,1,79.4,93.4,Mobile
9194,190,7,2024-12-23,2024,12,118.3,91.0,Tablet
9195,219,30,2023-08-07,2023,8,62.7,55.0,Desktop
9196,493,41,2024-11-05,2024,11,41.5,35.2,Mobile
9197,101,43,2023-10-24,2023,10,73.5,74.2,Tablet
9198,161,5,2025-04-26,2025,4,60.8,62.0,Smart TV
9199,942,11,2025-01-13,2025,1,104.7,79.3,Laptop
9200,16,1,2024-03-01,2024,3,47.3,40.1,Desktop
9201,391,22,2023-10-04,2023,10,108.0,86.4,Desktop
9202,437,26,2023-02-24,2023,2,57.8,49.8,Laptop
9203,876,6,2023-10-05,2023,10,64.4,56.0,Desktop
9204,740,3,2023-10-11,2023,10,121.7,85.7,Mobile
9205,66,36,2024-12-29,2024,12,109.2,86.7,Mobile
9206,980,20,2023-12-14,2023,12,69.6,79.1,Smart TV
9207,945,5,2024-12-25,2024,12,81.7,83.4,Desktop
9208,991,41,2024-02-21,2024,2,44.1,37.4,Smart TV
9209,494,26,2024-09-06,2024,9,97.1,83.7,Laptop
9210,816,49,2024-05-21,2024,5,122.5,98.0,Desktop
9211,448,27,2023-02-20,2023,2,40.0,47.0,Desktop
9212,863,22,2024-01-21,2024,1,59.9,47.9,Tablet
9213,359,1,2023-10-07,2023,10,58.6,49.7,Laptop
9214,411,17,2025-02-14,2025,2,44.6,37.2,Desktop
9215,898,17,2024-11-09,2024,11,98.8,82.3,Desktop
9216,425,49,2023-04-23,2023,4,104.6,83.7,Tablet
9217,346,17,2023-04-19,2023,4,98.4,82.0,Smart TV
9218,511,32,2023-04-22,2023,4,117.9,84.2,Laptop
9219,576,36,2025-04-27,2025,4,105.8,84.0,Tablet
9220,57,24,2024-07-23,2024,7,30.5,30.5,Mobile
9221,582,32,2024-11-18,2024,11,117.5,83.9,Laptop
9222,363,32,2023-02-13,2023,2,103.3,73.8,Tablet
9223,504,48,2024-07-15,2024,7,78.7,64.5,Laptop
9224,909,3,2023-09-26,2023,9,81.7,57.5,Laptop
9225,94,20,2023-10-13,2023,10,57.2,65.0,Laptop
9226,785,10,2025-02-05,2025,2,67.2,65.9,Mobile
9227,543,35,2023-03-04,2023,3,69.1,75.9,Mobile
9228,337,8,2023-08-21,2023,8,56.6,60.2,Tablet
9229,790,12,2024-02-25,2024,2,85.8,71.5,Desktop
9230,971,29,2023-02-14,2023,2,66.2,59.1,Laptop
9231,65,27,2025-01-13,2025,1,50.9,59.9,Laptop
9232,154,1,2024-03-31,2024,3,111.6,94.6,Desktop
9233,81,29,2024-10-31,2024,10,30.7,27.4,Tablet
9234,548,5,2023-09-29,2023,9,51.8,52.9,Tablet
9235,158,43,2023-08-20,2023,8,74.9,75.7,Tablet
9236,401,27,2025-01-24,2025,1,24.5,28.8,Laptop
9237,125,30,2025-03-13,2025,3,46.5,40.8,Mobile
9238,30,32,2024-03-18,2024,3,39.9,28.5,Tablet
9239,357,49,2023-04-24,2023,4,101.0,80.8,Desktop
9240,902,1,2023-01-06,2023,1,105.0,89.0,Tablet
9241,567,17,2023-07-03,2023,7,85.6,71.3,Laptop
9242,372,30,2024-03-23,2024,3,49.1,43.1,Tablet
9243,944,31,2024-05-08,2024,5,81.1,84.5,Tablet
9244,439,32,2023-05-15,2023,5,111.7,79.8,Desktop
9245,744,11,2025-03-28,2025,3,113.0,85.6,Desktop
9246,778,15,2023-11-03,2023,11,85.7,75.2,Mobile
9247,266,14,2023-01-11,2023,1,136.6,92.3,Desktop
9248,815,10,2023-04-24,2023,4,64.7,63.4,Tablet
9249,975,12,2025-02-02,2025,2,76.2,63.5,Tablet
9250,548,15,2023-07-20,2023,7,76.3,66.9,Tablet
9251,934,18,2025-03-14,2025,3,100.5,79.8,Desktop
9252,695,37,2023-04-15,2023,4,63.2,49.8,Mobile
9253,354,38,2024-08-21,2024,8,103.5,84.8,Laptop
9254,705,30,2024-10-05,2024,10,100.2,87.9,Tablet
9255,606,48,2024-06-30,2024,6,117.6,96.4,Desktop
9256,30,6,2023-06-30,2023,6,91.0,79.1,Smart TV
9257,351,49,2024-02-19,2024,2,105.5,84.4,Mobile
9258,545,14,2024-02-29,2024,2,62.6,42.3,Mobile
9259,881,36,2024-07-06,2024,7,43.0,34.1,Laptop
9260,503,43,2023-02-09,2023,2,83.4,84.2,Tablet
9261,896,42,2023-06-22,2023,6,89.2,81.1,Tablet
9262,736,16,2024-04-13,2024,4,37.2,38.0,Laptop
9263,950,22,2024-09-25,2024,9,78.5,62.8,Desktop
9264,109,21,2023-05-07,2023,5,75.5,65.1,Tablet
9265,772,5,2024-03-22,2024,3,38.8,39.6,Desktop
9266,416,23,2024-07-08,2024,7,97.4,87.0,Smart TV
9267,396,4,2023-05-16,2023,5,92.1,83.7,Smart TV
9268,883,25,2024-06-09,2024,6,102.1,70.4,Smart TV
9269,829,4,2024-09-25,2024,9,52.6,47.8,Laptop
9270,895,18,2024-01-04,2024,1,44.7,35.5,Desktop
9271,968,2,2024-02-01,2024,2,94.9,76.5,Mobile
9272,628,29,2024-07-26,2024,7,94.6,84.5,Tablet
9273,840,14,2025-04-22,2025,4,137.6,93.0,Desktop
9274,510,7,2025-04-16,2025,4,111.9,86.1,Smart TV
9275,652,19,2023-05-01,2023,5,97.5,82.6,Mobile
9276,656,1,2024-03-23,2024,3,76.7,65.0,Desktop
9277,300,33,2023-10-22,2023,10,111.5,97.0,Smart TV
9278,873,46,2025-02-12,2025,2,55.0,62.5,Mobile
9279,775,1,2023-10-11,2023,10,79.4,67.3,Smart TV
9280,719,21,2024-10-27,2024,10,94.0,81.0,Mobile
9281,726,35,2024-09-15,2024,9,76.6,84.2,Tablet
9282,909,3,2024-01-29,2024,1,82.2,57.9,Smart TV
9283,482,24,2024-09-30,2024,9,84.4,84.4,Laptop
9284,290,30,2024-09-17,2024,9,108.1,94.8,Laptop
9285,766,36,2025-04-21,2025,4,69.9,55.5,Laptop
9286,482,1,2023-05-10,2023,5,83.1,70.4,Desktop
9287,591,2,2023-06-13,2023,6,107.3,86.5,Tablet
9288,270,24,2023-04-27,2023,4,98.4,98.4,Mobile
9289,703,4,2023-11-25,2023,11,99.3,90.3,Mobile
9290,919,8,2024-09-30,2024,9,79.1,84.1,Tablet
9291,337,20,2024-05-08,2024,5,54.2,61.6,Mobile
9292,555,19,2023-07-04,2023,7,82.8,70.2,Mobile
9293,392,11,2024-06-06,2024,6,65.1,49.3,Laptop
9294,803,1,2024-03-31,2024,3,58.1,49.2,Laptop
9295,230,12,2023-01-14,2023,1,76.7,63.9,Smart TV
9296,986,35,2024-01-05,2024,1,68.7,75.5,Mobile
9297,120,13,2023-12-04,2023,12,52.5,58.3,Mobile
9298,821,29,2024-07-20,2024,7,80.1,71.5,Laptop
9299,14,47,2024-01-06,2024,1,53.3,45.2,Desktop
9300,765,45,2023-05-04,2023,5,98.4,87.9,Laptop
9301,90,33,2023-01-26,2023,1,72.7,63.2,Mobile
9302,842,19,2023-04-15,2023,4,53.9,45.7,Mobile
9303,505,17,2024-10-09,2024,10,108.6,90.5,Laptop
9304,753,24,2023-03-11,2023,3,61.5,61.5,Desktop
9305,619,14,2023-08-10,2023,8,125.2,84.6,Smart TV
9306,485,27,2024-12-17,2024,12,61.5,72.3,Tablet
9307,576,37,2024-08-20,2024,8,72.5,57.1,Smart TV
9308,524,30,2024-09-18,2024,9,59.9,52.5,Desktop
9309,959,10,2024-11-21,2024,11,65.1,63.8,Smart TV
9310,618,4,2024-01-20,2024,1,104.5,95.0,Laptop
9311,423,13,2024-02-26,2024,2,51.2,56.9,Smart TV
9312,309,8,2023-07-28,2023,7,60.5,64.4,Laptop
9313,631,6,2023-05-21,2023,5,89.6,77.9,Desktop
9314,834,5,2024-08-04,2024,8,55.4,56.5,Desktop
9315,295,13,2024-03-17,2024,3,77.6,86.2,Laptop
9316,695,45,2023-07-19,2023,7,45.8,40.9,Laptop
9317,923,48,2023-11-19,2023,11,97.6,80.0,Desktop
9318,999,18,2024-01-17,2024,1,116.4,92.4,Desktop
9319,779,8,2024-01-12,2024,1,57.9,61.6,Laptop
9320,112,19,2024-01-26,2024,1,94.9,80.4,Mobile
9321,547,29,2024-09-24,2024,9,82.3,73.5,Tablet
9322,899,27,2025-03-10,2025,3,74.3,87.4,Mobile
9323,132,13,2023-01-09,2023,1,66.3,73.7,Smart TV
9324,247,15,2024-12-09,2024,12,82.0,71.9,Smart TV
9325,107,43,2024-08-06,2024,8,64.2,64.8,Smart TV
9326,333,2,2024-09-17,2024,9,101.1,81.5,Smart TV
9327,508,2,2023-09-22,2023,9,31.6,25.5,Laptop
9328,252,35,2024-03-21,2024,3,51.3,56.4,Laptop
9329,479,3,2025-04-11,2025,4,100.8,71.0,Smart TV
9330,399,3,2025-01-25,2025,1,69.4,48.9,Laptop
9331,489,47,2024-06-02,2024,6,89.8,76.1,Tablet
9332,208,27,2024-05-30,2024,5,37.1,43.6,Tablet
9333,199,34,2023-03-01,2023,3,101.8,86.3,Desktop
9334,1000,10,2023-07-26,2023,7,52.4,51.4,Mobile
9335,578,30,2023-01-31,2023,1,47.9,42.0,Desktop
9336,556,11,2023-10-29,2023,10,91.2,69.1,Mobile
9337,647,44,2024-04-22,2024,4,95.1,63.4,Desktop
9338,710,26,2023-05-22,2023,5,50.2,43.3,Desktop
9339,520,43,2024-10-02,2024,10,86.9,87.8,Tablet
9340,860,13,2024-02-18,2024,2,74.2,82.5,Smart TV
9341,518,42,2024-10-27,2024,10,42.7,38.8,Tablet
9342,558,37,2024-02-01,2024,2,35.2,27.7,Tablet
9343,794,26,2025-03-22,2025,3,82.6,71.2,Desktop
9344,65,11,2024-05-13,2024,5,99.4,75.3,Laptop
9345,745,11,2024-01-14,2024,1,65.9,49.9,Laptop
9346,387,21,2024-05-30,2024,5,105.3,90.8,Tablet
9347,560,5,2024-11-24,2024,11,37.4,38.2,Laptop
9348,104,43,2024-09-17,2024,9,75.5,76.3,Tablet
9349,620,29,2023-01-09,2023,1,60.0,53.6,Mobile
9350,571,4,2024-06-27,2024,6,58.5,53.2,Desktop
9351,743,1,2024-09-24,2024,9,86.5,73.3,Laptop
9352,907,47,2023-09-22,2023,9,66.8,56.6,Desktop
9353,467,36,2024-08-10,2024,8,44.4,35.2,Laptop
9354,919,35,2023-09-10,2023,9,50.8,55.8,Laptop
9355,553,25,2024-12-09,2024,12,99.8,68.8,Smart TV
9356,397,4,2023-07-07,2023,7,47.1,42.8,Mobile
9357,687,33,2024-12-05,2024,12,37.3,32.4,Tablet
9358,766,47,2024-02-29,2024,2,70.0,59.3,Laptop
9359,945,41,2024-09-12,2024,9,104.1,88.2,Tablet
9360,651,44,2023-11-07,2023,11,81.0,54.0,Mobile
9361,544,32,2025-01-12,2025,1,103.3,73.8,Smart TV
9362,456,34,2023-06-27,2023,6,106.6,90.3,Laptop
9363,723,16,2024-03-25,2024,3,42.7,43.6,Tablet
9364,753,34,2024-06-24,2024,6,83.5,70.8,Laptop
9365,917,6,2023-12-08,2023,12,96.6,84.0,Laptop
9366,499,35,2024-10-13,2024,10,59.4,65.3,Tablet
9367,206,46,2023-03-21,2023,3,36.0,40.9,Mobile
9368,861,31,2024-11-15,2024,11,59.4,61.9,Smart TV
9369,277,31,2024-08-31,2024,8,73.0,76.0,Laptop
9370,253,13,2023-04-24,2023,4,55.5,61.7,Tablet
9371,232,47,2025-04-06,2025,4,40.4,34.2,Desktop
9372,490,27,2024-03-21,2024,3,51.9,61.0,Mobile
9373,944,29,2024-06-17,2024,6,64.7,57.8,Tablet
9374,260,1,2025-02-21,2025,2,52.4,44.4,Tablet
9375,460,19,2024-02-21,2024,2,111.0,94.1,Smart TV
9376,120,39,2024-09-21,2024,9,55.4,60.2,Laptop
9377,863,28,2023-12-18,2023,12,104.4,77.3,Laptop
9378,925,22,2024-11-10,2024,11,108.5,86.8,Smart TV
9379,270,22,2024-07-29,2024,7,105.0,84.0,Tablet
9380,466,12,2024-09-16,2024,9,60.6,50.5,Desktop
9381,57,30,2023-06-15,2023,6,53.0,46.5,Tablet
9382,484,40,2023-10-05,2023,10,50.5,35.1,Mobile
9383,102,21,2025-03-03,2025,3,65.9,56.8,Smart TV
9384,530,11,2024-03-24,2024,3,107.1,81.1,Smart TV
9385,571,27,2024-11-18,2024,11,37.9,44.6,Smart TV
9386,631,9,2025-04-02,2025,4,67.2,52.5,Desktop
9387,683,49,2024-09-12,2024,9,90.2,72.2,Smart TV
9388,159,23,2024-10-24,2024,10,98.7,88.1,Tablet
9389,665,33,2025-01-27,2025,1,76.8,66.8,Desktop
9390,423,28,2023-03-30,2023,3,50.9,37.7,Laptop
9391,412,24,2024-05-24,2024,5,57.4,57.4,Desktop
9392,54,36,2023-11-16,2023,11,65.9,52.3,Mobile
9393,723,20,2025-03-01,2025,3,48.8,55.5,Tablet
9394,238,41,2024-01-10,2024,1,29.0,24.6,Tablet
9395,33,4,2025-01-17,2025,1,44.0,40.0,Tablet
9396,423,19,2024-02-04,2024,2,91.5,77.5,Mobile
9397,600,28,2023-03-19,2023,3,79.0,58.5,Mobile
9398,581,6,2023-01-07,2023,1,40.9,35.6,Mobile
9399,441,26,2023-12-31,2023,12,99.6,85.9,Desktop
9400,894,21,2023-11-13,2023,11,71.9,62.0,Laptop
9401,958,47,2023-09-12,2023,9,40.4,34.2,Mobile
9402,486,34,2023-10-03,2023,10,102.4,86.8,Smart TV
9403,671,48,2024-05-17,2024,5,99.4,81.5,Smart TV
9404,824,1,2024-10-24,2024,10,71.4,60.5,Smart TV
9405,349,43,2024-11-21,2024,11,72.8,73.5,Desktop
9406,957,30,2024-12-03,2024,12,103.6,90.9,Smart TV
9407,58,32,2025-03-03,2025,3,130.1,92.9,Smart TV
9408,112,27,2024-02-11,2024,2,60.9,71.7,Tablet
9409,584,7,2023-02-16,2023,2,107.1,82.4,Mobile
9410,643,35,2024-11-26,2024,11,64.2,70.6,Mobile
9411,886,8,2025-04-13,2025,4,41.5,44.2,Laptop
9412,1,41,2023-05-31,2023,5,74.5,63.1,Mobile
9413,417,18,2023-06-30,2023,6,60.1,47.7,Tablet
9414,431,17,2023-09-09,2023,9,72.2,60.2,Desktop
9415,662,20,2025-02-20,2025,2,45.6,51.8,Tablet
9416,690,44,2023-12-31,2023,12,56.7,37.8,Laptop
9417,997,13,2023-10-19,2023,10,53.4,59.3,Laptop
9418,82,6,2024-02-26,2024,2,33.1,28.8,Desktop
9419,383,45,2024-08-09,2024,8,98.4,87.9,Smart TV
9420,735,36,2024-07-04,2024,7,102.3,81.2,Laptop
9421,368,39,2024-10-16,2024,10,54.6,59.4,Laptop
9422,578,48,2023-07-11,2023,7,45.9,37.6,Mobile
9423,690,23,2023-11-27,2023,11,55.1,49.2,Desktop
9424,756,11,2025-02-20,2025,2,71.9,54.5,Mobile
9425,409,18,2025-01-16,2025,1,68.9,54.7,Smart TV
9426,643,9,2024-09-09,2024,9,119.0,93.0,Tablet
9427,722,18,2023-10-29,2023,10,98.0,77.8,Laptop
9428,233,15,2025-03-05,2025,3,92.5,81.1,Smart TV
9429,608,45,2023-11-13,2023,11,69.9,62.4,Tablet
9430,538,28,2024-05-25,2024,5,108.0,80.0,Laptop
9431,900,46,2023-02-25,2023,2,67.3,76.5,Tablet
9432,966,30,2023-05-13,2023,5,64.9,56.9,Tablet
9433,737,18,2024-09-27,2024,9,88.2,70.0,Desktop
9434,217,43,2025-03-03,2025,3,58.6,59.2,Desktop
9435,815,1,2024-02-24,2024,2,80.7,68.4,Mobile
9436,23,3,2024-09-02,2024,9,105.9,74.6,Desktop
9437,299,19,2023-06-27,2023,6,90.3,76.5,Smart TV
9438,593,37,2023-09-11,2023,9,48.9,38.5,Laptop
9439,135,8,2023-05-12,2023,5,52.8,56.2,Desktop
9440,358,39,2024-04-26,2024,4,26.9,29.2,Smart TV
9441,292,34,2024-08-29,2024,8,46.4,39.3,Laptop
9442,659,24,2024-04-25,2024,4,74.1,74.1,Desktop
9443,91,24,2025-02-24,2025,2,86.5,86.5,Desktop
9444,762,17,2023-08-23,2023,8,68.5,57.1,Laptop
9445,914,25,2023-12-25,2023,12,135.1,93.2,Smart TV
9446,790,15,2023-10-21,2023,10,60.0,52.6,Laptop
9447,282,4,2025-01-03,2025,1,96.2,87.5,Mobile
9448,527,2,2024-02-29,2024,2,107.5,86.7,Smart TV
9449,73,47,2023-09-03,2023,9,89.0,75.4,Desktop
9450,665,19,2023-09-02,2023,9,72.0,61.0,Tablet
9451,553,48,2025-03-13,2025,3,95.6,78.4,Laptop
9452,878,21,2024-09-26,2024,9,35.1,30.3,Tablet
9453,215,45,2025-01-15,2025,1,96.1,85.8,Smart TV
9454,536,11,2023-03-17,2023,3,102.4,77.6,Mobile
9455,187,26,2023-11-12,2023,11,90.0,77.6,Mobile
9456,996,43,2024-06-07,2024,6,39.8,40.2,Laptop
9457,269,32,2024-07-20,2024,7,99.8,71.3,Smart TV
9458,786,30,2024-10-12,2024,10,107.4,94.2,Mobile
9459,500,4,2024-01-14,2024,1,95.5,86.8,Tablet
9460,26,40,2024-01-15,2024,1,132.5,92.0,Mobile
9461,654,26,2023-05-14,2023,5,75.1,64.7,Smart TV
9462,190,29,2024-02-19,2024,2,56.6,50.5,Laptop
9463,731,43,2025-02-20,2025,2,87.0,87.9,Smart TV
9464,134,28,2023-12-09,2023,12,92.5,68.5,Mobile
9465,981,32,2024-09-12,2024,9,101.2,72.3,Laptop
9466,757,32,2023-02-11,2023,2,98.0,70.0,Desktop
9467,811,48,2024-10-18,2024,10,67.6,55.4,Desktop
9468,947,34,2024-05-25,2024,5,83.4,70.7,Laptop
9469,167,45,2024-10-29,2024,10,57.7,51.5,Desktop
9470,637,28,2023-07-19,2023,7,87.8,65.0,Mobile
9471,831,34,2023-11-04,2023,11,74.8,63.4,Laptop
9472,111,44,2025-04-05,2025,4,112.8,75.2,Smart TV
9473,520,24,2024-04-08,2024,4,94.3,94.3,Desktop
9474,158,34,2023-06-19,2023,6,77.4,65.6,Smart TV
9475,761,39,2023-01-19,2023,1,67.4,73.3,Laptop
9476,108,21,2024-09-09,2024,9,94.3,81.3,Laptop
9477,170,31,2023-10-18,2023,10,65.5,68.2,Desktop
9478,852,48,2024-05-20,2024,5,113.3,92.9,Laptop
9479,659,22,2025-01-22,2025,1,67.6,54.1,Smart TV
9480,73,42,2024-04-01,2024,4,82.1,74.6,Smart TV
9481,73,43,2023-08-07,2023,8,76.9,77.7,Tablet
9482,338,25,2023-03-07,2023,3,111.1,76.6,Tablet
9483,768,7,2024-04-20,2024,4,83.7,64.4,Mobile
9484,146,8,2025-04-01,2025,4,22.6,24.0,Mobile
9485,176,32,2024-06-25,2024,6,93.8,67.0,Desktop
9486,790,37,2024-01-01,2024,1,112.3,88.4,Desktop
9487,687,49,2024-04-20,2024,4,46.4,37.1,Mobile
9488,360,8,2024-10-13,2024,10,48.0,51.1,Desktop
9489,920,42,2023-02-24,2023,2,96.5,87.7,Tablet
9490,198,7,2024-09-20,2024,9,104.4,80.3,Laptop
9491,922,14,2024-05-22,2024,5,127.1,85.9,Tablet
9492,613,14,2023-06-24,2023,6,120.8,81.6,Tablet
9493,649,37,2025-04-27,2025,4,101.1,79.6,Tablet
9494,294,44,2025-03-23,2025,3,97.0,64.7,Smart TV
9495,184,26,2024-06-11,2024,6,92.0,79.3,Tablet
9496,325,13,2023-04-01,2023,4,70.4,78.2,Smart TV
9497,685,17,2025-02-16,2025,2,101.0,84.2,Desktop
9498,504,9,2024-11-03,2024,11,40.6,31.7,Laptop
9499,457,39,2023-07-17,2023,7,46.2,50.2,Laptop
9500,258,42,2024-09-15,2024,9,63.0,57.3,Mobile
9501,608,46,2024-08-01,2024,8,42.2,47.9,Desktop
9502,995,49,2025-02-20,2025,2,97.8,78.2,Smart TV
9503,649,17,2024-11-16,2024,11,63.0,52.5,Laptop
9504,7,37,2025-01-03,2025,1,108.8,85.7,Tablet
9505,458,43,2023-03-18,2023,3,85.4,86.3,Tablet
9506,875,15,2024-11-12,2024,11,88.3,77.5,Desktop
9507,340,1,2024-10-24,2024,10,80.4,68.1,Laptop
9508,691,8,2024-07-08,2024,7,31.8,33.8,Mobile
9509,810,2,2023-07-16,2023,7,51.6,41.6,Desktop
9510,445,29,2023-05-14,2023,5,110.0,98.2,Tablet
9511,364,38,2023-04-18,2023,4,70.4,57.7,Laptop
9512,425,28,2023-03-21,2023,3,103.5,76.7,Tablet
9513,746,30,2024-12-03,2024,12,73.2,64.2,Mobile
9514,992,6,2025-01-07,2025,1,70.8,61.6,Laptop
9515,241,18,2023-01-02,2023,1,104.8,83.2,Mobile
9516,190,26,2024-10-31,2024,10,74.2,64.0,Tablet
9517,388,45,2023-11-08,2023,11,77.3,69.0,Tablet
9518,865,42,2025-02-27,2025,2,94.6,86.0,Tablet
9519,372,48,2024-04-13,2024,4,107.5,88.1,Smart TV
9520,603,42,2024-05-03,2024,5,76.9,69.9,Laptop
9521,86,49,2023-03-02,2023,3,77.4,61.9,Tablet
9522,533,21,2024-09-21,2024,9,35.4,30.5,Smart TV
9523,248,16,2023-02-25,2023,2,74.9,76.4,Laptop
9524,913,28,2025-02-18,2025,2,108.5,80.4,Mobile
9525,319,45,2024-05-11,2024,5,86.8,77.5,Tablet
9526,858,7,2024-01-20,2024,1,120.0,92.3,Laptop
9527,226,30,2023-08-14,2023,8,98.0,86.0,Mobile
9528,330,14,2025-03-05,2025,3,129.9,87.8,Laptop
9529,169,35,2024-09-02,2024,9,54.0,59.3,Desktop
9530,72,41,2024-03-03,2024,3,56.4,47.8,Smart TV
9531,64,37,2025-04-02,2025,4,99.2,78.1,Mobile
9532,361,4,2024-05-05,2024,5,48.5,44.1,Mobile
9533,443,26,2023-05-05,2023,5,76.0,65.5,Mobile
9534,226,28,2024-04-15,2024,4,50.4,37.3,Desktop
9535,61,18,2023-05-02,2023,5,56.6,44.9,Desktop
9536,656,44,2024-04-25,2024,4,102.0,68.0,Tablet
9537,691,13,2023-04-17,2023,4,79.1,87.9,Tablet
9538,454,3,2024-08-04,2024,8,128.9,90.8,Tablet
9539,690,4,2024-07-16,2024,7,75.9,69.0,Desktop
9540,431,5,2023-06-02,2023,6,75.4,76.9,Desktop
9541,225,2,2024-06-09,2024,6,98.0,79.0,Tablet
9542,555,34,2023-11-15,2023,11,95.5,80.9,Tablet
9543,870,37,2024-07-06,2024,7,90.7,71.4,Desktop
9544,157,17,2025-03-07,2025,3,64.3,53.6,Laptop
9545,637,26,2024-06-27,2024,6,95.2,82.1,Desktop
9546,704,28,2023-07-01,2023,7,92.1,68.2,Laptop
9547,943,33,2023-07-11,2023,7,105.1,91.4,Smart TV
9548,13,3,2024-08-06,2024,8,114.9,80.9,Mobile
9549,921,21,2023-09-21,2023,9,81.7,70.4,Laptop
9550,605,23,2023-01-17,2023,1,49.8,44.5,Smart TV
9551,873,49,2025-04-01,2025,4,114.5,91.6,Tablet
9552,464,10,2025-01-14,2025,1,80.1,78.5,Mobile
9553,856,21,2024-01-27,2024,1,79.1,68.2,Desktop
9554,991,5,2023-10-11,2023,10,39.4,40.2,Desktop
9555,187,19,2025-02-09,2025,2,101.2,85.8,Laptop
9556,961,39,2024-10-19,2024,10,67.1,72.9,Mobile
9557,657,16,2024-04-05,2024,4,39.6,40.4,Laptop
9558,58,37,2023-10-13,2023,10,100.3,79.0,Smart TV
9559,680,14,2024-11-07,2024,11,64.4,43.5,Desktop
9560,419,41,2023-08-30,2023,8,81.9,69.4,Desktop
9561,88,15,2023-05-01,2023,5,100.4,88.1,Desktop
9562,65,24,2023-04-19,2023,4,71.6,71.6,Mobile
9563,727,16,2024-01-26,2024,1,83.1,84.8,Mobile
9564,27,18,2024-03-26,2024,3,95.3,75.6,Laptop
9565,443,47,2023-11-09,2023,11,68.8,58.3,Laptop
9566,62,23,2024-11-29,2024,11,94.9,84.7,Mobile
9567,337,7,2024-09-11,2024,9,107.8,82.9,Desktop
9568,262,10,2024-05-21,2024,5,75.4,73.9,Mobile
9569,887,46,2024-10-02,2024,10,57.1,64.9,Smart TV
9570,445,35,2024-09-02,2024,9,59.1,64.9,Tablet
9571,981,44,2023-02-21,2023,2,116.5,77.7,Desktop
9572,75,19,2023-11-12,2023,11,102.7,87.0,Tablet
9573,918,41,2024-03-12,2024,3,103.4,87.6,Tablet
9574,99,7,2024-05-03,2024,5,107.6,82.8,Smart TV
9575,856,39,2023-10-12,2023,10,16.4,17.8,Tablet
9576,52,36,2023-01-31,2023,1,78.4,62.2,Desktop
9577,762,23,2024-07-21,2024,7,54.1,48.3,Mobile
9578,262,40,2024-10-25,2024,10,100.7,69.9,Desktop
9579,999,45,2023-11-27,2023,11,90.0,80.4,Smart TV
9580,292,1,2023-02-04,2023,2,64.4,54.6,Smart TV
9581,86,24,2023-03-08,2023,3,82.3,82.3,Desktop
9582,886,27,2023-04-05,2023,4,54.1,63.6,Desktop
9583,446,12,2025-03-02,2025,3,57.7,48.1,Laptop
9584,626,20,2024-10-10,2024,10,49.3,56.0,Mobile
9585,625,18,2024-08-26,2024,8,117.8,93.5,Laptop
9586,885,33,2023-08-05,2023,8,58.3,50.7,Laptop
9587,78,39,2024-08-09,2024,8,19.6,21.3,Tablet
9588,238,14,2023-09-26,2023,9,134.7,91.0,Smart TV
9589,149,29,2025-02-08,2025,2,78.7,70.3,Tablet
9590,57,35,2023-12-02,2023,12,69.2,76.0,Smart TV
9591,433,33,2023-06-26,2023,6,63.1,54.9,Laptop
9592,760,24,2023-09-28,2023,9,52.1,52.1,Laptop
9593,263,35,2025-03-17,2025,3,42.0,46.1,Mobile
9594,121,8,2023-11-17,2023,11,48.7,51.8,Tablet
9595,617,18,2025-03-08,2025,3,53.9,42.8,Laptop
9596,891,7,2023-08-04,2023,8,100.0,76.9,Laptop
9597,378,16,2023-06-10,2023,6,87.6,89.4,Smart TV
9598,482,24,2023-01-15,2023,1,71.2,71.2,Smart TV
9599,625,32,2023-09-06,2023,9,62.6,44.7,Laptop
9600,919,11,2025-04-15,2025,4,80.3,60.8,Smart TV
9601,151,18,2023-08-29,2023,8,70.7,56.1,Smart TV
9602,99,48,2023-07-29,2023,7,90.8,74.4,Tablet
9603,811,37,2024-03-18,2024,3,77.7,61.2,Tablet
9604,170,36,2023-01-07,2023,1,88.8,70.5,Smart TV
9605,383,2,2023-01-13,2023,1,82.8,66.8,Laptop
9606,878,45,2023-11-30,2023,11,93.3,83.3,Desktop
9607,46,20,2025-03-11,2025,3,56.8,64.5,Laptop
9608,43,31,2024-11-26,2024,11,70.1,73.0,Desktop
9609,389,12,2024-01-10,2024,1,98.2,81.8,Desktop
9610,452,48,2023-07-04,2023,7,91.3,74.8,Tablet
9611,24,28,2025-02-09,2025,2,65.6,48.6,Laptop
9612,890,33,2024-04-19,2024,4,93.6,81.4,Tablet
9613,20,34,2023-03-03,2023,3,75.2,63.7,Desktop
